    附件


序号       所属省   所属市    所属县（区）              学校名称
3549   湖北省      武汉市          武昌区                   武汉大学附属小学
3550   湖北省      武汉市          黄陂区                武汉盘龙城经济开发区第三小学
3551   湖北省      武汉市          江夏区                 武汉市江夏区藏龙第三小学
3552   湖北省      武汉市          青山区                 武汉市青山区钢城第一小学
3553   湖北省      武汉市          江岸区                   武汉市育才第二小学
3554   湖北省      武汉市          江汉区                  武汉市江汉区武汉关小学
3555   湖北省      武汉市          洪山区                  武汉市光谷第一初级中学
3556   湖北省      武汉市          汉阳区                  武汉市汉阳区墨水湖小学
3557   湖北省      武汉市          江夏区                  武汉市江夏区五里界中学
3558   湖北省      武汉市          洪山区                    武汉市鲁巷中学
3559   湖北省      武汉市         东西湖区                 武汉市东西湖职业技术学校
3560   湖北省      武汉市          青山区                   武汉市武钢实验学校
3561   湖北省      武汉市          蔡甸区                  武汉市蔡甸区第五小学
3562   湖北省      武汉市          硚口区                  武汉市硚口区韩家墩小学
3563   湖北省      武汉市          黄陂区                武汉市黄陂区滠口街第三小学
3564   湖北省      武汉市          蔡甸区               武汉经济技术开发区第一初级中学
3565   湖北省      武汉市          洪山区                   武汉市洪山实验小学
3566   湖北省      武汉市          蔡甸区                 武汉市蔡甸区永安中心小学
3567   湖北省      武汉市          洪山区                   武汉光谷未来学校
3568   湖北省      武汉市          武昌区                   武昌区中华路小学
3569   湖北省      武汉市         东西湖区                   武汉市恒大嘉园学校
3570   湖南省      岳阳市          平江县                    平江县第二中学
3571   湖南省   湘西土家族苗族自治州      龙山县                  龙山县华鑫高中有限公司
3572   湖南省   湘西土家族苗族自治州      永顺县                 永顺县高坪乡中心完全小学
3573   湖南省   湘西土家族苗族自治州      花垣县                   花垣县第一初级中学
3574   湖南省   湘西土家族苗族自治州      凤凰县                    凤凰县芙蓉学校
3575   湖南省   湘西土家族苗族自治州      吉首市                    吉首市乾雅小学
3576   湖南省      怀化市       靖州苗族侗族自治县             靖州苗族侗族自治县芙蓉学校
3577   湖南省      怀化市          洪江市                怀化市洪江区中山路完全小学校
3578   湖南省      怀化市          洪江市                 洪江市安江镇第一完全小学
3579   湖南省      怀化市        芷江侗族自治县             芷江侗族自治县芷江镇东门口小学
3580   湖南省      怀化市          溆浦县                  溆浦县师大思沁高级中学
3581   湖南省      怀化市          辰溪县                    辰溪县城北小学
3582   湖南省      怀化市          辰溪县                  辰溪县辰阳镇熊首山小学
3583   湖南省      怀化市          沅陵县                 沅陵县太常九年一贯制学校
3584   湖南省      怀化市          沅陵县                  沅陵县明溪口镇芙蓉学校
3585   湖南省      怀化市          沅陵县                    沅陵县金山学校
3586   湖南省      娄底市          新化县                    新化县第四中学
3587   湖南省      娄底市          新化县                    桑梓镇坪烟学校
3588   湖南省      娄底市          新化县                    圳上镇中心小学
3589   湖南省      娄底市          新化县                    炉观镇中心学校
3590   湖南省      娄底市          双峰县                  双峰县永丰镇中心学校
3591   湖南省      娄底市          双峰县                  双峰县杏子铺镇中心学校
3592   湖南省      娄底市          双峰县                  双峰县杏子铺镇测水中学
3593   湖南省      娄底市          双峰县                  双峰县花门镇中心小学
3594   湖南省      娄底市          双峰县                  双峰县永丰街道第一中学




                                      49
3595   湖南省   娄底市    娄星区              娄底市娄星区金海学校
3596   湖南省   娄底市    娄星区            娄底市第三中学附属实验学校
3597   湖南省   娄底市    娄星区                娄底大科小学
3598   湖南省   娄底市    娄星区            娄底湘中领航铁路卫生职业学校
3599   湖南省   娄底市    娄星区             湖南师范大学附属春华学校
3600   湖南省   娄底市    娄星区           娄底市星源电力信息中等职业学校
3601   湖南省   娄底市    娄星区          娄底市创一中等职业技术学校有限公司
3602   湖南省   娄底市    涟源市                涟源市芙蓉学校
3603   湖南省   娄底市    涟源市             涟源市渡头塘镇中心学校
3604   湖南省   娄底市    涟源市              涟源市茅塘镇中心学校
3605   湖南省   娄底市    涟源市                涟源市蓝田中学
3606   湖南省   娄底市    涟源市             涟源市桥头河镇中心学校
3607   湖南省   娄底市    冷水江市            冷水江市禾青镇球溪学校
3608   湖南省   娄底市    冷水江市            冷水江市三尖镇中心学校
3609   湖南省   郴州市    安仁县         安仁县第二中学 （安仁县职业中等专业学校 ）
3610   湖南省   郴州市    临武县               临武县第四完全小学
3611   湖南省   郴州市    临武县               临武县第七完全小学
3612   湖南省   郴州市    嘉禾县                嘉禾县第三中学
3613   湖南省   郴州市    嘉禾县                嘉禾县第七中学
3614   湖南省   郴州市    宜章县               宜章县第十一中学
3615   湖南省   郴州市    北湖区                郴州市同心小学
3616   湖南省   郴州市    北湖区                郴州市南燕小学
3617   湖南省   益阳市    资阳区                资阳区文昌中学
3618   湖南省   益阳市    资阳区               益阳市汽车路小学
3619   湖南省   益阳市    桃江县             桃江县桃花江镇狮子山学校
3620   湖南省   益阳市    桃江县                桃江县第六中学
3621   湖南省   益阳市    桃江县             桃江县桃花江镇桂花园小学
3622   湖南省   益阳市    桃江县             桃江县高桥镇小山湾学校
3623   湖南省   益阳市    桃江县            桃江县桃花江镇兰天希望学校
3624   湖南省   益阳市    桃江县             桃江县鸬鹚渡镇中心学校
3625   湖南省   益阳市    桃江县              桃江县牛田镇完全小学
3626   湖南省   益阳市    桃江县          桃江县大栗港镇栗山河九年一贯制学校
3627   湖南省   益阳市    桃江县               桃江县职业中专学校
3628   湖南省   益阳市    桃江县              桃江县牛田镇中心学校
3629   湖南省   益阳市     南县               南县南洲镇火箭小学
3630   湖南省   益阳市     南县              南县职业中等专业学校
3631   湖南省   益阳市    沅江市               沅江市东方壹号学校
3632   湖南省   益阳市    沅江市                沅江市第四中学
3633   湖南省   益阳市    沅江市               沅江市城南实验学校
3634   湖南省   益阳市    沅江市              沅江市草尾镇中心小学
3635   湖南省   益阳市    沅江市             沅江市职业中等专业学校
3636   湖南省   益阳市    赫山区             益阳市赫山区欧江岔镇学校
3637   湖南省   益阳市    赫山区               益阳市第十七中学
3638   湖南省   益阳市    赫山区               益阳市第十六中学
3639   湖南省   益阳市    安化县               安化县第八初级中学
3640   湖南省   益阳市    安化县             安化县羊角塘镇文昌阁学校
3641   湖南省   益阳市    安化县          安化县职业中专学校 （安化黑茶学校 ）
3642   湖南省   张家界市   慈利县               慈利县龙潭河镇中学
3643   湖南省   张家界市   慈利县            慈利县甘堰土家族乡中心完小
3644   湖南省   常德市    鼎城区             常德市鼎城区蒿子港镇中学
3645   湖南省   常德市    武陵区           常德市武陵区河 洑镇汇华聚宝小学
3646   湖南省   常德市    桃源县                桃源县文津学校
3647   湖南省   常德市    桃源县              桃源县漆河镇中心小学
3648   湖南省   常德市    石门县              石门县罗坪乡中心学校
3649   湖南省   常德市     澧县                澧县澧澹中学
3650   湖南省   常德市    津市市                津市市第七小学
3651   湖南省   常德市    安乡县            安乡县三岔河镇华强希望小学
3652   湖南省   常德市    安乡县                安乡县焦圻中学
3653   湖南省   常德市    安乡县               安乡县保堤双语学校
3654   湖南省   岳阳市    君山区               岳阳市第十六中学
3655   湖南省   岳阳市    君山区            岳阳市君山区许市镇黄金小学
3656   湖南省   岳阳市    君山区             岳阳市君山区广兴洲中学
3657   湖南省   岳阳市    君山区          岳阳市君山区西城街道办事处楼西小学
3658   湖南省   岳阳市    岳阳楼区              岳阳市第十四中学
3659   湖南省   岳阳市    岳阳楼区            岳阳市岳阳楼区雷锋山学校
3660   湖南省   岳阳市    岳阳楼区               岳阳市第二中学
3661   湖南省   岳阳市    岳阳楼区               岳阳市岳纸学校
3662   湖南省   岳阳市    临湘市               临湘市羊楼司中学
3663   湖南省   岳阳市    临湘市               临湘市第五完全小学
3664   湖南省   岳阳市    汨罗市              汨罗市大荆镇大荆学校
3665   湖南省   岳阳市    汨罗市              汨罗市新市镇团螺小学
3666   湖南省   岳阳市    湘阴县                湘阴县南湖四中
3667   湖南省   岳阳市    湘阴县              湘阴县新泉镇新泉学校
3668   湖南省   岳阳市    华容县              华容县新河乡中心小学
3669   湖南省   岳阳市    华容县                华容县第二中学




                           50
3670   湖南省   岳阳市     华容县            华容县北景港镇怡云小学
3671   湖南省   岳阳市     华容县            华容县禹山镇终南中学
3672   湖南省   岳阳市     华容县            华容县章华镇红石中学
3673   湖南省   岳阳市     华容县            华容县三封寺镇三封中学
3674   湖南省   岳阳市     岳阳县            岳阳县新墙镇中心学校
3675   湖南省   岳阳市     平江县            平江县伍市镇青冲小学
3676   湖南省   岳阳市     平江县              平江县南江中学
3677   湖南省   邵阳市   城步苗族自治县          城步苗族自治县芙蓉学校
3678   湖南省   邵阳市   城步苗族自治县        城步苗族自治县儒林镇初级中学
3679   湖南省   邵阳市     新邵县           新邵县酿溪镇第二完全小学
3680   湖南省   邵阳市     新邵县             新邵广益世才学校
3681   湖南省   邵阳市     新邵县             新邵县龙溪铺镇中学
3682   湖南省   邵阳市     新邵县            新邵县大新镇中心小学
3683   湖南省   邵阳市     北塔区            邵阳市北塔区状元中学
3684   湖南省   邵阳市     北塔区            邵阳市北塔区芙蓉学校
3685   湖南省   邵阳市     新宁县              新宁县第五中学
3686   湖南省   邵阳市     新宁县            新宁县回龙寺镇中心学校
3687   湖南省   邵阳市     新宁县            新宁县飞仙桥乡中心小学
3688   湖南省   邵阳市     新宁县              新宁县解放小学
3689   湖南省   邵阳市     新宁县              新宁县第四中学
3690   湖南省   邵阳市     新宁县           新宁县回龙寺镇塘尾头学校
3691   湖南省   邵阳市     新宁县            新宁县崀山镇中心学校
3692   湖南省   邵阳市     新宁县            新宁县金石镇水头学校
3693   湖南省   邵阳市     武冈市           武冈市湾头桥镇南桥完全小学
3694   湖南省   邵阳市     武冈市             武冈市双牌镇中学
3695   湖南省   邵阳市     武冈市          武冈市司马冲镇双田九年制学校
3696   湖南省   邵阳市     双清区            邵阳市双清区明德学校
3697   湖南省   邵阳市     双清区            邵阳市双清区石齐学校
3698   湖南省   邵阳市     邵阳县           邵阳县塘渡口镇玉田初级中学
3699   湖南省   邵阳市     邵东市            邵东市黑田铺镇资东书院
3700   湖南省   邵阳市     邵东市            邵东市城区第二完全小学
3701   湖南省   邵阳市     邵东市            邵东市城区第五初级中学
3702   湖南省   邵阳市     邵东市              邵东市创新学校
3703   湖南省   邵阳市     邵东市              邵东市第四中学
3704   湖南省   邵阳市     隆回县          湖南省隆回县职业中等专业学校
3705   湖南省   邵阳市     隆回县              隆回县第六中学
3706   湖南省   邵阳市     隆回县           隆回县桃花坪街道城东学校
3707   湖南省   邵阳市     隆回县            隆回县花门街道城西学校
3708   湖南省   邵阳市     隆回县             隆回县麻塘山乡中学
3709   湖南省   邵阳市     隆回县           隆回县横板桥镇罗子团中学
3710   湖南省   邵阳市     隆回县             隆回县横板桥镇中学
3711   湖南省   邵阳市     隆回县             隆回县高平镇中学
3712   湖南省   邵阳市     隆回县            隆回县北山镇北山中学
3713   湖南省   邵阳市     隆回县              隆回县紫阳中学
3714   湖南省   邵阳市     隆回县             隆回县六都寨镇中学
3715   湖南省   邵阳市     隆回县            隆回县三阁司镇中心小学
3716   湖南省   邵阳市     隆回县            隆回县六都寨镇中心小学
3717   湖南省   邵阳市     大祥区           邵阳市大祥区檀江乡檀江中学
3718   湖南省   邵阳市     大祥区            邵阳市大祥区雨溪镇中学
3719   湖南省   邵阳市     洞口县              洞口县创新学校
3720   湖南省   邵阳市     洞口县             洞口县第二芙蓉学校
3721   湖南省   邵阳市     洞口县            洞口县山门镇山门中学
3722   湖南省   邵阳市     洞口县            洞口县江口镇江口中学
3723   湖南省   衡阳市     耒阳市              耒阳市顺湖中学
3724   湖南省   衡阳市     蒸湘区             蒸湘区书山路小学
3725   湖南省   衡阳市     珠晖区              衡阳市第七中学
3726   湖南省   衡阳市     珠晖区           衡阳市珠晖区和平乡中心学校
3727   湖南省   衡阳市     珠晖区           衡阳市珠晖区酃湖乡解放小学
3728   湖南省   衡阳市     珠晖区           衡阳市珠晖区和平乡东山小学
3729   湖南省   衡阳市     常宁市              常宁市泉峰小学
3730   湖南省   衡阳市     常宁市              常宁市莲花小学
3731   湖南省   衡阳市     南岳区           南岳区寿岳中心学校红旗小学
3732   湖南省   衡阳市     南岳区              南岳区红星小学
3733   湖南省   衡阳市     南岳区              南岳区第一中学
3734   湖南省   衡阳市     衡南县           衡南县三塘联合学校芙蓉小学
3735   湖南省   衡阳市     衡南县          衡南县近尾洲联合学校蒸市中学
3736   湖南省   衡阳市     衡南县           衡南县云集联合学校沁园小学
3737   湖南省   衡阳市     衡南县          衡南县谭子山联合学校谭子山中学
3738   湖南省   衡阳市     衡南县           衡南县洪山联合学校双林中学
3739   湖南省   衡阳市     衡阳县            衡阳县集兵镇集兵中学
3740   湖南省   衡阳市     衡阳县            衡阳县西渡镇春晖小学
3741   湖南省   衡阳市     衡阳县            衡阳县西渡镇英陂中学
3742   湖南省   衡阳市     衡阳县            衡阳县溪江乡溪江中学
3743   湖南省   衡阳市     雁峰区            衡阳市雁峰区铜桥港小学
3744   湖南省   衡阳市     雁峰区            衡阳市雁峰区广场小学




                             51
3745   湖南省   衡阳市   雁峰区           衡阳市雁峰区雁城路小学
3746   湖南省   衡阳市   衡山县         衡山县科技中等专业学校有限公司
3747   湖南省   衡阳市   衡山县             衡山县第四中学
3748   湖南省   衡阳市   衡山县            衡山县东湖镇中心完小
3749   湖南省   湘潭市   湘潭县            湘潭县天易贵竹学校
3750   湖南省   株洲市   石峰区            株洲第一职业技术学校
3751   湖南省   株洲市   石峰区           株洲市方舟兰天高级中学
3752   湖南省   株洲市   渌口区          株洲市渌口区龙潭镇龙潭学校
3753   湖南省   株洲市   渌口区           株洲市渌口区五中朱亭学校
3754   湖南省   株洲市   天元区           株洲市天元区白鹤菱溪小学
3755   湖南省   株洲市   荷塘区              株洲景炎小学
3756   湖南省   株洲市   芦淞区           株洲市芦淞区金轮侨心学校
3757   湖南省   株洲市   石峰区           长沙市一中云龙实验学校
3758   湖南省   株洲市   醴陵市           醴陵市阳三石街道乘前中学
3759   湖南省   株洲市   醴陵市            醴陵市均楚镇中心小学
3760   湖南省   株洲市   醴陵市             醴陵市第五中学
3761   湖南省   株洲市   醴陵市          湖南师范大学附属陶子湖学校
3762   湖南省   株洲市   醴陵市           醴陵市白兔潭镇荷田中学
3763   湖南省   株洲市   醴陵市           醴陵市国瓷街道建宸学校
3764   湖南省   株洲市   茶陵县            茶陵县高陇镇祖安中学
3765   湖南省   株洲市   攸县            攸县江桥街道鸭塘铺中学
3766   湖南省   株洲市   攸县             攸县新市镇中心小学
3767   湖南省   株洲市   攸县             攸县春联街道春联学校
3768   湖南省   株洲市   攸县              攸县莲塘坳镇中学
3769   湖南省   长沙市   岳麓区         湖南湘江新区岳麓一小北津城学校
3770   湖南省   长沙市   岳麓区           湖南湘江新区麓谷岳兴小学
3771   湖南省   长沙市   浏阳市           长沙市唯上商务科技学校
3772   湖南省   长沙市   望城区          长沙市望城区长郡斑马湖中学
3773   湖南省   长沙市   长沙县           长沙市南雅星沙实验小学
3774   湖南省   长沙市   长沙县            长沙县春华镇春华中学
3775   湖南省   长沙市   雨花区           长沙市雨花区泰禹培粹小学
3776   湖南省   长沙市   雨花区             长沙市华益中学
3777   湖南省   长沙市   雨花区           长沙市雨花区泰禹第二小学
3778   湖南省   长沙市   岳麓区              长沙中加学校
3779   湖南省   长沙市   天心区           长沙市天心区明德启南中学
3780   湖南省   长沙市   天心区        长沙市长郡外国语实验中学第一附属小学
3781   湖南省   长沙市   天心区           湖南师大附中双语幸福小学
3782   湖南省   长沙市   芙蓉区            湖南师大附中芙蓉中学
3783   湖南省   长沙市   开福区            国防科技大学附属中学
3784   湖南省   岳阳市   平江县            平江县三阳乡芙蓉学校
3785   湖南省   株洲市   渌口区          株洲市渌口区渌口镇中心学校
3786   湖南省   株洲市   茶陵县             茶陵县桃坑学校
3787   湖南省   株洲市   醴陵市           醴陵市来龙门街道东岸小学
3788   湖南省   株洲市   攸县           攸县江桥街道鸭塘铺中心小学
3789   湖南省   株洲市   茶陵县             茶陵县芙蓉学校
3790   湖南省   长沙市   宁乡市            宁乡市云起实验小学
3791   湖南省   长沙市   宁乡市            宁乡市横市镇芙蓉学校
3792   湖南省   长沙市   宁乡市            宁乡市第十三高级中学
3793   湖南省   长沙市   宁乡市           宁乡市白马桥街道正农小学
3794   湖南省   长沙市   宁乡市             长郡金洲新城中学
3795   湖南省   长沙市   浏阳市          浏阳市集里街道新屋岭初级中学
3796   湖南省   长沙市   浏阳市          浏阳市集里街道集里初级中学
3797   湖南省   长沙市   浏阳市            浏阳麓山金阳实验小学
3798   湖南省   长沙市   浏阳市           浏阳市大瑶镇李畋完全小学
3799   湖南省   长沙市   浏阳市           浏阳市大瑶镇大瑶初级中学
3800   湖南省   长沙市   长沙县           长沙市自贸临空实验学校
3801   湖南省   长沙市   望城区           长沙高新区第二实验小学
3802   湖南省   长沙市   望城区            长沙高新区思沁学校
3803   湖南省   长沙市   望城区            长沙市明德望城学校
3804   湖南省   长沙市   望城区            长沙市一中金山桥学校
3805   湖南省   长沙市   望城区         长沙市望城区长郡月亮岛第二小学
3806   湖南省   长沙市   望城区         长沙市望城区长郡月亮岛第三小学
3807   湖南省   长沙市   望城区             长沙实验高裕学校
3808   湖南省   长沙市   望城区            长沙高新区凌云小学
3809   湖南省   长沙市   望城区            长沙市望城区 珺琟学校
3810   湖南省   长沙市   雨花区            湖南省体育运动学校
3811   湖南省   长沙市   雨花区          长沙市雨花区砂子塘集美小学
3812   湖南省   长沙市   雨花区          长沙市雨花区长塘里思远小学
3813   湖南省   长沙市   雨花区          长沙市雨花区中雅培粹双语中学
3814   湖南省   长沙市   雨花区          长沙市雨花区砂子塘嘉美小学
3815   湖南省   长沙市   雨花区           长沙市雨花区吉联第二小学
3816   湖南省   长沙市   雨花区            长沙市一中东山学校
3817   湖南省   长沙市   雨花区           长沙市雨花区吉联第三小学
3818   湖南省   长沙市   雨花区            长沙市中雅培粹学校
3819   湖南省   长沙市   开福区            长沙市湘一史家坡学校




                         52
3820   湖南省   长沙市     开福区              长沙市立信中学
3821   湖南省   长沙市     开福区            长沙市开福区清水塘小学
3822   湖南省   长沙市     开福区            长沙市开福区四方坪小学
3823   湖南省   长沙市     开福区             长沙市长郡开福中学
3824   湖南省   长沙市     开福区             长沙市开福区第一中学
3825   湖南省   长沙市     岳麓区             长沙高新技术工程学校
3826   湖南省   长沙市     岳麓区          湖南湘江新区长郡梅溪湖智谷学校
3827   湖南省   长沙市     岳麓区            湖南湘江新区长郡麓谷中学
3828   湖南省   长沙市     岳麓区          长沙市岳麓区长郡双语谷山实验中学
3829   湖南省   长沙市     岳麓区            长沙市长郡双语实验中学
3830   湖南省   长沙市     岳麓区            长沙麓山国际第二实验小学
3831   湖南省   长沙市     岳麓区            长沙高新区博才云时代小学
3832   湖南省   长沙市     岳麓区            长沙市雅礼洋湖实验中学
3833   湖南省   长沙市     天心区            湖南师大附中双语海棠小学
3834   湖南省   长沙市     天心区            长沙市天心区青园南湖小学
3835   湖南省   长沙市     天心区            长沙市天心区青园梓枫小学
3836   湖南省   长沙市     天心区            长沙市天心区青园柒祥小学
3837   湖南省   长沙市     天心区          长沙市天心区湘府英才小学高云校区
3838   湖南省   长沙市     天心区            湖南师大附中双语树人学校
3839   湖南省   长沙市     天心区            长沙市一中城南初级中学
3840   湖南省   长沙市     芙蓉区            长沙市芙蓉区育英第三小学
3841   湖南省   娄底市     涟源市            涟源市涟水中学有限公司
3842   湖南省   娄底市     涟源市             涟源市私立行知中学
3843   湖南省   娄底市     娄星区             娄星区万宝芙蓉学校
3844   湖南省   娄底市     双峰县             双峰县锁石镇中心小学
3845   湖南省   娄底市    冷水江市              冷水江市城东学校
3846   湖南省   永州市     祁阳市           祁阳金洞管理区金洞林场中学
3847   湖南省   永州市     祁阳市          祁阳金洞管理区石鼓源乡中心小学
3848   湖南省   永州市     新田县              石羊镇中心小学
3849   湖南省   永州市     新田县               新隆镇中心校
3850   湖南省   永州市     新田县              新田县陶岭学校
3851   湖南省   永州市     新田县              新圩镇中心小学
3852   湖南省   永州市     蓝山县             蓝山县土市镇土市学校
3853   湖南省   永州市     蓝山县             蓝山县塔峰镇总市学校
3854   湖南省   永州市     蓝山县             蓝山县新圩镇新圩学校
3855   湖南省   永州市     宁远县              宁远一中崇德学校
3856   湖南省   永州市     宁远县             宁远县明德湘南学校
3857   湖南省   永州市     宁远县              宁远县立德学校
3858   湖南省   永州市     宁远县             宁远县第一高级中学
3859   湖南省   永州市     宁远县             宁远县鲤溪镇完全小学
3860   湖南省   永州市     宁远县             宁远县冷水镇芙蓉学校
3861   湖南省   永州市     宁远县              宁远县第十一中学
3862   湖南省   永州市     江永县            回龙圩管理区镇完全小学
3863   湖南省   永州市     江永县             江永县思源实验学校
3864   湖南省   永州市     江永县             江永县金海明礼学校
3865   湖南省   永州市     道县                道县树湘学校
3866   湖南省   永州市     道县                道县第二小学
3867   湖南省   永州市     道县               道县清塘镇中学
3868   湖南省   永州市     双牌县            双牌县泷泊镇第一完全小学
3869   湖南省   永州市     东安县            东安县白牙市镇应阳中学
3870   湖南省   永州市     东安县            东安县紫溪镇紫溪中心小学
3871   湖南省   永州市     东安县            东安县白牙市镇树德中学
3872   湖南省   永州市     东安县              东安县启德学校
3873   湖南省   永州市     东安县              东安县崇德学校
3874   湖南省   永州市     东安县            东安县白牙市镇明德小学
3875   湖南省   永州市     东安县            东安县芦洪市镇中心小学
3876   湖南省   永州市     东安县              东安县耀祥中学
3877   湖南省   永州市    冷水滩区          永州市冷水滩区普利桥镇中心小学
3878   湖南省   永州市    冷水滩区            永州市冷水滩区传芳小学
3879   湖南省   永州市    冷水滩区            永州市冷水滩区杨家桥小学
3880   湖南省   永州市    冷水滩区           永州市冷水滩区黄阳司镇学校
3881   湖南省   永州市     零陵区              零陵区黄古山小学
3882   湖南省   永州市     零陵区             零陵区阳明芙蓉学校
3883   湖南省   永州市     零陵区              零陵区石山脚学校
3884   湖南省   永州市     零陵区             永州市零陵区日升学校
3885   湖南省   永州市   江华瑶族自治县             白芒营中学
3886   湖南省   永州市   江华瑶族自治县            沱江镇第一小学
3887   湖南省   永州市   江华瑶族自治县          江华瑶族自治县华阳小学
3888   湖南省   永州市   江华瑶族自治县         江华瑶族自治县职业中专学校
3889   湖南省   永州市   江华瑶族自治县            沱江镇为人小学
3890   湖南省   永州市   江华瑶族自治县            沱江镇第七小学
3891   湖南省   岳阳市    岳阳楼区          岳阳市岳阳楼区环球融创实验学校
3892   湖南省   岳阳市     华容县             华容县万庾镇万庾中学
3893   湖南省   岳阳市     临湘市             临湘市第八完全小学
3894   湖南省   岳阳市     岳阳县             岳阳县柏祥镇柏祥小学




                             53
3895   湖南省      岳阳市         岳阳县             岳阳县中洲乡中心学校
3896   湖南省      岳阳市        岳阳楼区             岳阳市岳阳楼区站东小学
3897   湖南省      岳阳市         汨罗市             汨罗市大荆镇古仑学校
3898   湖南省      岳阳市         湘阴县             湘阴县金龙镇金龙学校
3899   湖南省      岳阳市         湘阴县             湘阴县文星街道双桥学校
3900   湖南省      岳阳市        岳阳楼区               岳阳市南湖小学
3901   湖南省      岳阳市        岳阳楼区              岳阳市体育运动学校
3902   湖南省      张家界市        桑植县               桑植县贺龙中学
3903   湖南省      益阳市         沅江市             沅江市阳罗洲镇初级中学
3904   湖南省      益阳市         安化县               安化县紫薇中学
3905   湖南省      益阳市         赫山区           益阳市赫山区衡龙桥镇白石塘学校
3906   湖南省      益阳市         赫山区           益阳市赫山区衡龙桥镇中心学校
3907   湖南省      益阳市         桃江县             桃江县武潭镇八一小学
3908   湖南省      益阳市         沅江市           沅江市黄茅洲镇塞波嘴初级中学
3909   湖南省      益阳市         沅江市             沅江市南嘴镇中心小学
3910   湖南省      益阳市         安化县             安化县高明乡初级中学
3911   湖南省      衡阳市         衡南县             宝盖联合学校宝盖中学
3912   湖南省      衡阳市         衡南县            衡南县栗江联合学校中心小学
3913   湖南省      衡阳市         石鼓区               石鼓区江霞小学
3914   湖南省      衡阳市         石鼓区               石鼓区松梅小学
3915   湖南省      衡阳市         石鼓区               石鼓区旭东小学
3916   湖南省      衡阳市         石鼓区               石鼓区莲花小学
3917   湖南省      衡阳市         衡阳县               衡阳县英南学校
3918   湖南省      衡阳市         蒸湘区             衡阳市蒸湘区胜利小学
3919   湖南省      衡阳市         蒸湘区           衡阳高新技术产业开发区高岭小学
3920   湖南省      衡阳市         蒸湘区              蒸湘区第二实验小学
3921   湖南省      衡阳市         耒阳市               耒阳市宗海学校
3922   湖南省      衡阳市         衡东县             衡东县白莲镇尚德学校
3923   湖南省      衡阳市         衡东县             衡东县石湾镇石湾学校
3924   湖南省      衡阳市         衡南县             衡南县第一中学云集校区
3925   湖南省      衡阳市         衡阳县             衡阳县石市镇中心学校
3926   湖南省      衡阳市         耒阳市          耒阳市灶市街街道办事处彭桥中心完小
3927   湖南省      衡阳市         衡南县             泉溪联合学校泉溪中学
3928   湖南省      衡阳市         衡阳县             衡阳县石市镇中心小学
3929   湖南省      邵阳市         邵阳县               邵阳县第二中学
3930   湖南省      邵阳市         隆回县               隆回县芙蓉学校
3931   湖南省      邵阳市         隆回县             隆回县北山镇中心小学
3932   湖南省      邵阳市         隆回县              隆回县小沙江镇中学
3933   湖南省      邵阳市         新宁县               新宁县金城学校
3934   湖南省      邵阳市         邵阳县              邵阳县蔡桥乡中学
3935   湖南省      邵阳市         双清区             邵阳市双清区高崇山中学
3936   湖南省      邵阳市         双清区             邵阳市双清区博文小学
3937   湖南省      邵阳市         洞口县             洞口县石江镇石江中学
3938   湖南省      邵阳市         隆回县             隆回县小沙江镇文明学校
3939   湖南省      邵阳市         洞口县             湖南省洞口县第三中学
3940   湖南省      邵阳市         绥宁县               绥宁县芙蓉学校
3941   湖南省      邵阳市         隆回县             隆回县金石桥镇高洲中学
3942   湖南省      邵阳市         武冈市              武冈市湾头桥镇中学
3943   湖南省      邵阳市         邵阳县               邵阳县第一中学
3944   湖南省      邵阳市         新邵县             新邵县坪上镇老山学校
3945   湖南省      邵阳市         隆回县           隆回县司门前镇司门前初级中学
3946   湖南省      邵阳市         邵东市             邵东市流泽镇初级中学
3947   湖南省      邵阳市         隆回县            隆回县三阁司镇长铺初级中学
3948   湖南省      怀化市       通道侗族自治县         通道侗族自治县牙屯堡镇中心小学
3949   湖南省      怀化市       通道侗族自治县        通道侗族自治县卓煌高级中学有限公司
3950   湖南省      怀化市         辰溪县               辰溪县芙蓉学校
3951   湖南省      怀化市         鹤城区               怀化市锦宏小学
3952   湖南省      怀化市         鹤城区               怀化市钟秀学校
3953   湖南省      怀化市         溆浦县               溆浦县江维学校
3954   湖南省      怀化市       新晃侗族自治县         新晃侗族自治县鱼市镇中心小学
3955   湖南省      怀化市         会同县             会同县广坪镇初级中学
3956   湖南省      怀化市         洪江市               洪江市隆平学校
3957   湖南省      怀化市         辰溪县              辰溪县大水田乡学校
3958   湖南省      怀化市         溆浦县             溆浦县职业中等专业学校
3959   湖南省      怀化市         鹤城区               怀化市东晟中学
3960   湖南省      湘潭市         岳塘区            湖南师范大学竹埠港实验中学
3961   湖南省      湘潭市         湘潭县              湘潭市天易高级中学
3962   湖南省      湘潭市         雨湖区           湘潭市雨湖区九华风车坪雅爱小学
3963   湖南省      湘潭市         雨湖区            湘潭市雨湖区九华杉山学校
3964   湖南省      湘潭市         岳塘区              湘潭市第十二中学
3965   湖南省      湘潭市         雨湖区            湘潭市雨湖区九华莲城小学
3966   湖南省   湘西土家族苗族自治州     泸溪县               泸溪县芙蓉学校
3967   湖南省   湘西土家族苗族自治州     吉首市           吉大师院附小教育集团湾溪小学
3968   湖南省      郴州市         北湖区               郴州市船洞小学
3969   湖南省      郴州市         苏仙区            郴州市第一职业中等专业学校




                                    54
